Invoice_Number__c,Invoice_Plant__c,Invoice_Customer_Code__c,Invoice_Customer_Name__c,Invoice_Sales_Org__c,Invoice_Division__c,Invoice_Sales_Group__c,Invoice_Sales_Office__c,Customer_Group__c,Invoice_District__c,Invoice_City__c,Invoice_Date__c,SO_Customer_Ref__c,SO_Customer_Ref_Date__c,Sales_Order_Number__c,Quotation_Number__c,City_Code_Diag__c
9200045204,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-02,0088/09/2023,2023-10-02,3000039185,2900023217,KHI
9200045205,3300,3020001634,Al-Mairaj Traders,3000,30,Z04,4000,5,3000,Quetta,2023-10-03,AMT ORDER#99 TO MERCK,2023-10-02,3000039206,2900022830,QTA
9200045206,3300,3020001613,SS Diagnostics,3000,30,Z04,4000,5,3000,Quetta,2023-10-03,06092023,2023-10-02,3000039197,2900022836,QTA
9200045207,3300,3020001369,Asad Medical Corporation,3000,30,Z06,2000,5,2000,Faisalabad,2023-10-03,07001,2023-09-07,3000038624,2900022864,FSD
9200045208,3300,3020001640,Knight's Int. Nest of Goods & Servi,3000,30,Z04,4000,5,3000,Quetta,2023-10-03,009/SEPTEMBER/2023,2023-09-04,3000038485,2900022773,QTA
9200045212,3300,3020001433,GAK Scientific,3000,30,Z02,1000,5,3000,Hyderabad,2023-10-03,GSBH/121,2023-09-13,3000038669,2900022794,HYD
9200045213,3300,3020000491,Al Khidmat Diagnostic Center Faisal,3000,30,Z07,2000,2,2000,Faisalabad,2023-10-03,Sept-2023,2023-09-06,3000038556,2900022842,FSD
9200045214,3300,3020001640,Knight's Int. Nest of Goods & Servi,3000,30,Z04,4000,5,3000,Quetta,2023-10-03,009/SEPTEMBER/2023,2023-10-02,3000039204,2900022773,QTA
9200045215,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-03,0081/09/2023,2023-09-05,3000038513,2900022809,KHI
9200045228,3300,3020000528,Al-Rehman Diagnostic Company,3000,30,Z01,1000,5,3000,Larkana,2023-10-03,AR-02.09.2023,2023-10-02,3000039191,2900022790,SKR
9200045231,3300,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2023-10-03,1101,2023-10-02,3000039215,2900023235,RWP
9200045236,3300,3020000666,Diagnostic Links,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-03,DL/PO/MDSPL/46,2023-10-02,3000039237,2900023232,RWP
9200045239,3300,3020000936,Magma International,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-03,01-01/23,2023-08-03,3000039224,2900022406,RWP
9200045240,3300,3020001572,Novo Diagnostica,3000,30,Z06,2000,5,2000,Sargodha,2023-10-03,NDK-077,2023-09-20,3000039218,2900023069,FSD
9200045241,3300,3020001572,Novo Diagnostica,3000,30,Z06,2000,5,2000,Sargodha,2023-10-03,NDK-077,2023-09-20,3000039246,2900023089,FSD
9200045242,3300,3020001237,Siddique Sadiq Memorial trust,3000,30,Z08,2000,6,2000,Gujranwala,2023-10-03,2756,2023-09-12,3000039240,2900023240,GRW
9200045243,3300,3020001237,Siddique Sadiq Memorial trust,3000,30,Z08,2000,6,2000,Gujranwala,2023-10-03,2755,2023-09-12,3000039242,2900023239,GRW
9200045244,3300,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-03,1095,2023-08-12,3000039221,2900022494,LHR
9200045253,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-03,0007-ALK,2023-10-02,3000039199,2900023223,KHI
9200045261,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-03,1206,2023-10-02,3000039203,2900022772,KHI
9200045264,3300,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-04,1095,2023-08-12,3000039142,2900022952,LHR
9200045265,3300,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-04,18204,2023-09-19,3000039260,2900023043,RWP
9200045266,3300,3020001551,Neotec (Pvt) Ltd.,3000,30,Z01,1000,5,3000,karachi,2023-10-04,NT-210923-HR,2023-10-03,3000039216,2900023167,KHI
9200045270,3300,3020000757,Gill Surgical Supplies,3000,30,Z08,2000,5,2000,Sialkot,2023-10-04,29-23233,2023-10-03,3000039214,2900023233,GRW
9200045271,3300,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-04,1092,2023-10-04,3000039264,2900023254,LHR
9200045272,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-04,17455,2023-09-25,3000038923,2900023061,QTA
9200045276,3300,3020001306,Unique Lab System,3000,30,Z01,1000,10,3000,Karachi,2023-10-04,PO/101/2023,2023-10-04,3000039276,2900023259,KHI
9200045277,3300,3020001716,M.A Enterprises,3000,30,Z01,1000,5,3000,Nawabshah,2023-10-04,MAOO84,2023-10-04,3000039280,2900023262,SKR
9200045278,3300,3020001330,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2023-10-04,CC/23/167,2023-10-04,3000039269,2900023148,KHI
9200045279,3300,3020001330,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2023-10-04,CC/23/174,2023-10-04,3000039273,2900023257,KHI
9200045280,3300,3020000786,A to Zee International,3000,30,Z02,1000,5,3000,Hyderabad,2023-10-05,AtoZee(26.09.2023),2023-10-03,3000039245,2900023132,HYD
9200045281,3300,3020000533,Alwin Scientific,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-05,18204,2023-09-19,3000039222,2900023043,RWP
9200045282,3300,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2023-10-05,AMS-3015-23,2023-08-22,3000039247,2900023051,MLT
9200045283,3300,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-05,BD-51/11,2023-09-11,3000039248,2900022895,GRW
9200045284,3300,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2023-10-05,17399,2023-09-26,3000039277,2900023260,LHR
9200045285,3300,3020000666,Diagnostic Links,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-05,DL/PO/MDSPL/43,2023-09-11,3000039249,2900022934,RWP
9200045286,3300,3020001433,GAK Scientific,3000,30,Z02,1000,5,3000,Hyderabad,2023-10-05,PO 269,2023-10-03,3000039220,2900023234,HYD
9200045287,3300,3020001433,GAK Scientific,3000,30,Z02,1000,5,3000,Hyderabad,2023-10-05,PO 1999,2023-10-03,3000039213,2900023034,HYD
9200045288,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-05,17451,2023-10-02,3000039195,2900022908,QTA
9200045289,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-05,17451,2023-09-12,3000038625,2900022908,QTA
9200045290,3300,3020000918,M.A.Traders,3000,30,Z08,2000,5,2000,Sialkot,2023-10-05,8577,2023-10-04,3000039270,2900023258,GRW
9200045303,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-05,0007-ALK,2023-10-04,3000039279,2900023223,KHI
9200045306,3300,3020000709,Eastern Scientific,3000,30,Z01,1000,5,3000,Karachi,2023-10-05,Es-190/10-23,2023-10-03,3000039252,2900023244,KHI
9200045307,3300,3020000709,Eastern Scientific,3000,30,Z01,1000,5,3000,Karachi,2023-10-05,Es-189/10-23,2023-10-03,3000039251,2900023243,KHI
9200045311,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-05,1207,2023-10-04,3000039271,2900023252,KHI
9200045314,3300,3020000633,The Children Hospital & the Institu,3000,30,Z05,5000,6,2000,Multan,2023-10-05,1061 (1st Quarter),2023-09-14,3000039040,2900023129,MLT
9200045315,3300,3020001069,Pakistan Atomic Energy Commission,3000,30,Z09,3000,8,1000,Islamabad,2023-10-05,Hosp-I(1472)/23,2023-07-11,3000039274,2900023180,RWP
9200045318,3300,3020001069,Pakistan Atomic Energy Commission,3000,30,Z09,3000,8,1000,Islamabad,2023-10-06,Hosp-I(1472)/23,2023-07-11,3000039274,2900023180,RWP
9200045319,3300,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-06,BD-53/05,2023-10-05,3000039297,2900023274,GRW
9200045320,3300,3020000143,J.K Enterprises,3000,30,Z05,5000,5,2000,Khanewal,2023-10-06,JK-24,2023-10-05,3000039299,2900023275,MLT
9200045321,3300,3020000918,M.A.Traders,3000,30,Z08,2000,5,2000,Sialkot,2023-10-06,8577,2023-10-04,3000039286,2900023266,GRW
9200045322,3300,3020001141,Rafique Anwar Memorial Trust Hospit,3000,30,Z08,2000,6,2000,Gujranwala,2023-10-06,RAMTH/14/2023(OCT),2023-10-05,3000039300,2900023278,GRW
9200045325,3300,3020000072,Hormone Lab,3000,30,Z07,2000,10,2000,Lahore,2023-10-06,E-mail approval,2023-10-06,3300001464,,LHR
9200045326,3300,3020001634,Al-Mairaj Traders,3000,30,Z04,4000,5,3000,Quetta,2023-10-06,AMT ORDER#100 TO MERCK,2023-10-04,3000039281,2900023264,QTA
9200045327,3300,3020001433,GAK Scientific,3000,30,Z02,1000,5,3000,Hyderabad,2023-10-06,PO 1999,2023-10-06,3000039309,2900023034,HYD
9200045328,3300,3020001579,Akbar Trading Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-06,ATC/F.P/3,2023-09-26,3000039291,2900023267,LHR
9200045329,3300,3020001579,Akbar Trading Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-06,ATC/23-24(1),2023-09-26,3000039292,2900023271,LHR
9200045334,3300,3020000666,Diagnostic Links,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-06,DL/PO/MDSPL/48,2023-10-06,3000039307,2900023285,RWP
9200045335,3300,3020000666,Diagnostic Links,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-06,DL/PO/MDSPL/47,2023-10-05,3000039304,2900023284,RWP
9200045336,3300,3020000666,Diagnostic Links,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-06,DL/PO/MDSPL/48,2023-10-06,3000039305,2900023285,RWP
9200045339,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-06,1208,2023-10-05,3000039295,2900023277,KHI
9200045343,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-06,0091/10/2023,2023-10-05,3000039296,2900023276,KHI
9200045357,3300,3020000072,Hormone Lab,3000,30,Z07,2000,10,2000,Lahore,2023-10-09,2900023299,2023-10-09,3000039317,2900023299,LHR
9200045358,3300,3020000072,Hormone Lab,3000,30,Z07,2000,10,2000,Lahore,2023-10-09,25/9,2023-09-25,3300001465,,LHR
9200045359,3200,3020001641,Profex-D,3000,30,Z07,2000,5,2000,Lahore,2023-10-09,102,2023-09-04,3000039288,2900023272,LHR
9200045362,3300,3020001579,Akbar Trading Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-09,ATC/F.P/3,2023-09-26,3000039329,2900023267,LHR
9200045363,3300,3020001361,Amir Scientific Store,3000,30,Z05,5000,5,2000,Multan,2023-10-09,AMS-4015-23,2023-09-28,3000039319,2900023202,MLT
9200045364,3300,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2023-10-09,AMS-4015-23,2023-09-28,3000039326,2900023307,MLT
9200045367,3300,3020001641,Profex-D,3000,30,Z07,2000,5,2000,Lahore,2023-10-09,102,2023-09-04,3000039287,2900023247,LHR
9200045368,3300,3020001641,Profex-D,3000,30,Z07,2000,5,2000,Lahore,2023-10-09,102,2023-09-04,3000039290,2900023247,LHR
9200045369,3300,3020001141,Rafique Anwar Memorial Trust Hospit,3000,30,Z08,2000,6,2000,Gujranwala,2023-10-09,RAMTH/14/2023(OCT),2023-10-05,3000039315,2900023281,GRW
9200045370,3300,3020000477,Aga Khan Hospital & Medical College,3000,30,Z01,1000,2,3000,Karachi,2023-10-09,FOC approval attached,2023-10-04,3300001463,,KHI
9200045371,3300,3020000666,Diagnostic Links,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-09,DL/PO/MDSPL/48,2023-10-06,3000039306,2900023285,RWP
9200045372,3300,3020000491,Al Khidmat Diagnostic Center Faisal,3000,30,Z07,2000,2,2000,Faisalabad,2023-10-09,Sept-2023,2023-09-06,3000038556,2900022842,FSD
9200045373,3300,3020000143,J.K Enterprises,3000,30,Z05,5000,5,2000,Khanewal,2023-10-09,JK-23,2023-09-27,3000039082,2900023182,MLT
9200045374,3300,3020001785,Lab Path.Com,3000,30,Z03,1000,5,3000,Sukkur,2023-10-09,LP-09-10-2023(1),2023-10-09,3000039337,2900023316,SKR
9200045379,3200,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2023-10-10,AMS-308--23,2023-08-19,3000039320,2900023036,MLT
9200045380,3300,3020001785,Lab Path.Com,3000,30,Z03,1000,5,3000,Sukkur,2023-10-10,LP-09-10-2023(2),2023-10-10,3000039338,2900023318,SKR
9200045381,3300,3020000170,Al Khidmat Raazi Hospital c/o,3000,30,Z09,3000,6,1000,Rawalpindi,2023-10-10,D2023-00381-47-63,2023-09-25,3000039334,2900023315,RWP
9200045382,3300,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-10,BD-53/05,2023-10-05,3000039328,2900023274,GRW
9200045383,3300,3020001613,SS Diagnostics,3000,30,Z04,4000,5,3000,Quetta,2023-10-10,05102023,2023-10-06,3000039303,2900023282,QTA
9200045384,3300,3020001613,SS Diagnostics,3000,30,Z04,4000,5,3000,Quetta,2023-10-10,07082023,2023-09-27,3000039073,2900022363,QTA
9200045385,3300,3020000717,Fair Diagnostics & Science,3000,30,Z09,3000,5,1000,Rawalpindi,2023-10-10,FDS/019-23,2023-10-06,3000039321,2900023293,RWP
9200045386,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-10,0092/10/2023,2023-10-09,3000039332,2900023300,KHI
9200045387,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-10,0094/10/2023,2023-10-09,3000039336,2900023310,KHI
9200045390,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-10,0096/10/2023,2023-10-09,3000039333,2900023312,KHI
9200045391,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-10,0095/10/2023,2023-10-09,3000039335,2900023311,KHI
9200045393,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-10,0098/10/2023,2023-10-10,3000039339,2900023321,KHI
9200045394,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-10,0093/10/2023,2023-10-09,3000039330,2900023302,KHI
9200045397,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-10,FOC Approval attached,2023-10-10,3300001466,,KHI
9200045399,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-11,0099/10/2023,2023-10-10,3000039343,2900023324,KHI
9200045401,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-11,0097/10/2023,2023-10-10,3000039342,2900023323,KHI
9200045402,3300,3020000317,Lab Line,3000,30,Z01,1000,5,3000,Karachi,2023-10-11,0100/10/2023,2023-10-10,3000039341,2900023320,KHI
9200045403,3300,3020000912,Life Scans Technologies,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-11,23/490,2023-09-04,3000039217,2900022834,GRW
9200045404,3300,3020000912,Life Scans Technologies,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-11,23/490,2023-09-04,3000039259,2900022834,GRW
9200045405,3300,3020001429,Rawalpindi Institute Of Cardiology,3000,30,Z09,3000,8,1000,Rawalpindi,2023-10-11,E-mail approval,2023-10-10,3300001469,,RWP
9200045407,3300,3020000528,Al-Rehman Diagnostic Company,3000,30,Z01,1000,5,3000,Larkana,2023-10-11,03028,2023-10-11,3000039364,2900023288,SKR
9200045408,3300,3020000528,Al-Rehman Diagnostic Company,3000,30,Z01,1000,5,3000,Larkana,2023-10-11,03028,2023-10-06,3000039311,2900023288,SKR
9200045409,3300,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2023-10-11,AMS-3035-23,2023-09-11,3000039344,2900022898,MLT
9200045411,3200,3020001173,Royal Medical Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-11,1448,2023-10-10,3000039349,2900023327,LHR
9200045412,3300,3020000262,Chempure,3000,30,Z07,2000,5,2000,Lahore,2023-10-11,905,2023-09-09,3000039223,2900022899,LHR
9200045414,3300,3020001650,Indigo Healthcare,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-11,111,2023-09-07,3000039219,2900022865,GRW
9200045415,3300,3020001650,Indigo Healthcare,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-11,111,2023-09-07,3000039362,2900023186,GRW
9200045416,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-11,1747,2023-10-11,3000039360,2900023338,QTA
9200045417,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-11,17461,2023-10-10,3000039357,2900023336,QTA
9200045418,3300,3020000112,Kuwait Teaching Hospital,3000,30,Z10,3000,6,1000,Peshawar,2023-10-11,LP/REQ-PH-1334,2023-10-07,3000039346,2900023317,PWR
9200045419,3300,3020001173,Royal Medical Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-11,1448,2023-10-10,3000039347,2900023327,LHR
9200045420,3300,3020000692,Patients Welfare Foundation,3000,30,Z01,1000,6,3000,Karachi,2023-10-11,06,2023-10-11,3000039363,2900023090,KHI
9200045421,3300,3020000477,Aga Khan Hospital & Medical College,3000,30,Z01,1000,2,3000,Karachi,2023-10-11,FOC against PO#0000355113,2023-10-10,3300001468,,KHI
9200045422,3300,3020000477,Aga Khan Hospital & Medical College,3000,30,Z01,1000,2,3000,Karachi,2023-10-11,FOC Against PO#0000350627,2023-10-10,3300001467,,KHI
9200045423,3300,3020001330,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2023-10-11,CC/23/135,2023-10-11,3000039365,2900022802,KHI
9200045428,3300,3020000022,Dr. Essa Laboratory & Diag Centre,3000,30,Z01,1000,10,3000,Karachi,2023-10-11,ELDC/QP/05F01-P-821,2023-10-10,3000039356,2900023313,KHI
9200045430,3300,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2023-10-12,1095,2023-10-10,3000039378,2900023349,RWP
9200045431,3300,3020000257,Biocare Enterprises,3000,30,Z09,3000,5,1000,Islamabad,2023-10-12,1094,2023-10-10,3000039380,2900023348,RWP
9200045436,3300,3020001254,Spot Diagnostics,3000,30,Z08,2000,5,2000,Mandi Bahauddin,2023-10-12,Sep-23-23,2023-09-24,3000039361,2900023138,GRW
9200045437,3300,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2023-10-12,AMS-4020-23,2023-10-11,3000039388,2900023359,MLT
9200045444,3300,3020001330,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2023-10-12,CC/23/181,2023-10-12,3000039382,2900023366,KHI
9200045446,3300,3020001111,"PPHI, Sindh",3000,30,Z01,1000,14,3000,Karachi,2023-10-12,RC/2431/2023/66071,2023-10-05,3000039301,2900023279,KHI
9200045448,3300,3020000701,Pakistan International Airlines,3000,30,Z01,1000,10,3000,Karachi,2023-10-12,MD 23040101 – REV: 0,2023-10-10,3000039358,2900023339,KHI
9200045450,3200,3020000757,Gill Surgical Supplies,3000,30,Z08,2000,5,2000,Sialkot,2023-10-12,2900023357,2023-10-11,3000039372,2900023357,GRW
9200045451,3200,3020000143,J.K Enterprises,3000,30,Z05,5000,5,2000,Khanewal,2023-10-12,JK-25,2023-10-11,3000039373,2900023355,MLT
9200045452,3200,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-12,1103,2023-10-02,3000039375,2900023343,LHR
9200045453,3200,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-12,1100,2023-09-30,3000039376,2900023341,LHR
9200045454,3200,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-12,1096,2023-09-09,3000039377,2900023344,LHR
9200045455,3200,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-12,1104,2023-09-30,3000039386,2900023345,LHR
9200045456,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-12,1747,2023-10-11,3000039360,2900023338,QTA
9200045457,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-12,17464,2023-10-12,3000039393,2900023375,QTA
9200045458,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-12,FOC Approval attached,2023-10-12,3300001471,,QTA
9200045459,3300,3020000477,Aga Khan Hospital & Medical College,3000,30,Z01,1000,2,3000,Karachi,2023-10-12,0000352533,2023-10-12,3000039390,2900022981,KHI
9200045460,3300,3020000439,Al Maisarah Dialysis & Diabetes Tru,3000,30,Z01,1000,6,3000,Karachi,2023-10-12,4-1023-0643,2023-10-12,3000039398,2900023372,KHI
9200045462,3300,3020001238,Indus Clinical Laboratories,3000,30,Z07,2000,10,2000,Lahore,2023-10-13,ICL-92,2023-09-21,3000038943,2900023088,LHR
9200045463,3300,3020001238,Indus Clinical Laboratories,3000,30,Z07,2000,10,2000,Lahore,2023-10-13,ICL-92,2023-09-21,3000039028,2900023088,LHR
9200045464,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-13,17462,2023-10-12,3000039397,2900023374,QTA
9200045468,3300,3020001322,Ali Hamza Traders,3000,30,Z05,5000,5,2000,Multan,2023-10-13,AHT-0010-23,2023-08-30,3000039345,2900023319,MLT
9200045471,3200,3020000485,Ajmal Lab.,3000,30,Z07,2000,10,2000,Sargodha,2023-10-13,2900023392,2023-10-13,3000039404,2900023392,FSD
9200045472,3300,3020000253,A D Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-13,AD-PO/03- 120,2023-09-25,3000038885,2900023103,QTA
9200045473,3300,3020000253,A D Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-13,AD-PO/03- 119,2023-09-28,3000039161,2900022988,QTA
9200045474,3300,3020000253,A D Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-13,AD-PO/03- 120,2023-09-28,3000039162,2900023103,QTA
9200045475,3300,3020000253,A D Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-13,AD-PO/03- 109,2023-09-28,3000039159,2900022609,QTA
9200045476,3300,3020000233,Ali Traders,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-13,404,2023-09-18,3000039258,2900023032,GRW
9200045477,3300,3020000534,Amer Trading Corporation,3000,30,Z07,2000,5,2000,Lahore,2023-10-13,805,2023-10-13,3000039407,2900023388,LHR
9200045478,3300,3020001608,Bismilllah Laborite,3000,30,Z07,2000,10,2000,Narowal,2023-10-13,2900023378,2023-10-12,3000039396,2900023378,LHR
9200045479,3300,3020000262,Chempure,3000,30,Z07,2000,5,2000,Lahore,2023-10-13,911,2023-10-12,3000039405,2900023385,LHR
9200045481,3300,3020000918,M.A.Traders,3000,30,Z08,2000,5,2000,Sialkot,2023-10-13,8607,2023-10-12,3000039403,2900023380,GRW
9200045482,3300,3020000774,New Sindh Laboratory,3000,30,Z02,1000,10,3000,Dadu,2023-10-13,HCM & DL/Path-06(10.10.2023),2023-10-12,3000039387,2900023367,HYD
9200045491,3300,3020001330,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2023-10-13,CC/23/181,2023-10-13,3000039408,2900023366,KHI
9200045492,3300,3020000439,Al Maisarah Dialysis & Diabetes Tru,3000,30,Z01,1000,6,3000,Karachi,2023-10-13,FOC Approval attached,2023-10-13,3300001473,,KHI
9200045493,3300,3020000774,New Sindh Laboratory,3000,30,Z02,1000,10,3000,Dadu,2023-10-13,FOC-13.10.2023,2023-10-13,3300001474,,HYD
9200045494,3300,3020001748,Jamal Brothers Enterprises,3000,30,Z04,4000,5,3000,Quetta,2023-10-13,FOC-13.10.2023,2023-10-13,3300001475,,QTA
9200045497,3300,3020001513,Liaquat National Hospital,3000,30,Z01,1000,2,3000,Karachi,2023-10-16,242005490,2023-10-11,3000039414,2900023398,KHI
9200045498,3300,3020000439,Al Maisarah Dialysis & Diabetes Tru,3000,30,Z01,1000,6,3000,Karachi,2023-10-16,4-1023-0643,2023-10-16,3000039420,2900023372,KHI
9200045501,3300,3020000633,The Children Hospital & the Institu,3000,30,Z05,5000,6,2000,Multan,2023-10-16,E-mail approval,2023-10-10,3300001476,,MLT
9200045504,3300,3020001415,DHQ Hospital,3000,30,Z06,2000,6,2000,Faisalabad,2023-10-16,E-mail approval,2023-10-16,3300001477,,FSD
9200045509,3200,3020001506,Sysmed & Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-17,1092,2023-08-02,3000039384,2900023342,LHR
9200045510,3300,3020001345,Advance Scientific,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-17,113,2023-10-09,3000039430,2900023414,GRW
9200045511,3300,3020000252,Bio Diagnostic,3000,30,Z08,2000,5,2000,Gujranwala,2023-10-17,BD-54/16,2023-10-16,3000039432,2900023416,GRW
9200045512,3300,3020001608,Bismilllah Laborite,3000,30,Z07,2000,10,2000,Narowal,2023-10-17,2900023378,2023-10-12,3300001472,,LHR
9200045513,3300,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2023-10-17,17400,2023-10-07,3000039413,2900023386,LHR
9200045514,3300,3020000629,Chemsol International,3000,30,Z07,2000,5,2000,Lahore,2023-10-17,17401,2023-10-12,3000039416,2900023383,LHR
9200045515,3300,3020001718,Dr. Rana's Pet Care Centre,3000,30,Z09,3000,6,1000,Islamabad,2023-10-17,2900023350,2023-10-11,3000039366,2900023350,RWP
9200045525,3300,3020001067,National Institute of Cardio Vescul,3000,30,Z01,1000,6,3000,Karachi,2023-10-17,FOC Approval attached,2023-10-17,3300001478,,KHI
9200045533,3300,3020001330,Chemical Centre,3000,30,Z01,1000,5,3000,Karachi,2023-10-18,CC/23/186,2023-10-18,3000039455,2900023433,KHI
9200045535,3300,3020000022,Dr. Essa Laboratory & Diag Centre,3000,30,Z01,1000,10,3000,Karachi,2023-10-18,ELDC-P-5F01-P-826,2023-10-13,3000039411,2900023387,KHI
9200045538,3300,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2023-10-18,AMS-4025-23,2023-10-12,3000039400,2900023381,MLT
9200045539,3300,3020001173,Royal Medical Company,3000,30,Z07,2000,5,2000,Lahore,2023-10-18,1449,2023-10-16,3000039422,2900023413,LHR
9200045540,3300,3020000237,Amir Scientific Store,3000,30,Z07,2000,5,2000,Multan,2023-10-18,AMS-4020-23,2023-10-11,3000039401,2900023359,MLT
9200045549,3300,3020000477,Aga Khan Hospital & Medical College,3000,30,Z01,1000,2,3000,Karachi,2023-10-19,FOC Approval attached,2023-10-18,3300001480,,KHI
9200045550,3300,3020000842,Islamabad Diagnostic Centre (Pvt) L,3000,30,Z09,3000,10,1000,Islamabad,2023-10-19,E-mail approval,2023-10-18,3300001481,,RWP
9200045553,3300,3020001616,SMHAI Enterprises,3000,30,Z01,1000,5,3000,Karachi,2023-10-19,SMHAI-133,2023-10-16,3000039428,2900023405,KHI
9200045554,3300,3020000470,Adnan Enterprises,3000,30,Z07,2000,5,2000,Sahiwal,2023-10-19,2900023360,2023-10-11,3000039389,2900023360,LHR
